City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,bagan,54.1001,77.6646,0.13,97,100,0.86,RU,1701019485
281,weno,7.4515,151.8468,27.97,89,100,3.6,FM,1701019312
282,shimoda,34.6667,138.95,8.95,71,0,1.32,JP,1701019485
283,hermsdorf,50.9,11.8667,1.51,93,99,1.79,DE,1701019486
284,gornopravdinsk,60.05,69.9,-7.94,98,94,1.23,RU,1701019486
285,puerto baquerizo moreno,-0.9,-89.6,27.55,78,75,5.14,EC,1701019360
286,qarauyl,48.9451,79.255,-0.8,74,40,2.4,KZ,1701019227
287,mar del plata,-38.0023,-57.5575,33.79,35,0,7.2,AR,1701019205
288,gebeit,21.0667,36.3167,27.19,50,90,3.05,SD,1701019487
289,bubaque,11.2833,-15.8333,27.42,60,1,2.93,GW,1701019371
290,smidovich,48.6,133.8167,-21.04,93,6,4.04,RU,1701019487
291,kasongo-lunda,-6.4667,16.8167,22.85,91,83,0.77,CD,1701019488
292,cold lake,54.4502,-110.2017,-6.03,93,100,0.0,CA,1701019065
293,narvik,68.4384,17.4272,-4.33,87,64,2.79,NO,1701019488
294,hornell,42.3279,-77.6611,7.99,59,91,3.58,US,1701019488
295,lebu,-37.6167,-73.65,16.71,66,66,7.23,CL,1701019342
296,kingscliff,-28.2667,153.5667,19.89,88,40,3.09,AU,1701019322
297,vila franca do campo,37.7167,-25.4333,20.23,95,100,9.65,PT,1701019489
298,afaahiti,-17.75,-149.2833,25.93,81,96,8.47,PF,1701019354
299,haiku-pauwela,20.9219,-156.3051,23.91,76,20,3.6,US,1701019327
300,kangding,30.0513,101.9603,3.85,37,0,3.88,CN,1701019489
301,kargasok,59.0556,80.8572,-9.46,84,90,4.02,RU,1701019296
302,brigantine,39.4101,-74.3646,12.3,85,100,5.14,US,1701019490
303,zgurovka,50.5028,31.7849,-0.64,96,100,12.0,UA,1701019490
304,zyryanovsk,49.7386,84.2719,-11.57,97,31,0.75,KZ,1701019490
305,scottburgh,-30.2867,30.7532,22.82,93,79,2.58,ZA,1701019490
306,franklin,39.9667,-83.0166,8.26,83,100,4.63,US,1701019053
307,phayao,19.25,100.25,18.71,91,7,0.39,TH,1701019491
308,cabinda,-5.55,12.2,29.08,79,95,4.12,AO,1701019491
309,el abiodh sidi cheikh,32.893,0.5484,13.68,21,34,2.85,DZ,1701019491
310,borinskoye,52.4569,39.3713,0.2,100,100,4.19,RU,1701019492
311,zwedru,6.0667,-8.1281,28.41,67,64,2.05,LR,1701019492
312,jijiga,9.35,42.8,16.99,58,20,4.55,ET,1701019492
313,hithadhoo,-0.6,73.0833,28.09,73,36,1.95,MV,1701019300
314,usinsk,65.9939,57.5281,-17.18,99,95,3.13,RU,1701019493
315,barra,-11.0894,-43.1417,33.43,35,11,1.96,BR,1701019493
316,banda aceh,5.5577,95.3222,24.67,91,100,2.2,ID,1701019493
317,pangody,65.85,74.4859,-12.74,95,100,3.52,RU,1701019493
318,new norfolk,-42.7826,147.0587,9.72,96,87,1.25,AU,1701019315
319,kodinsk,58.6881,99.1844,-23.05,99,11,0.77,RU,1701019494
320,severo-yeniseyskiy,60.3725,93.0408,-28.14,98,10,1.3,RU,1701019363
321,guajara mirim,-10.7828,-65.3394,30.09,70,40,2.57,BR,1701019228
322,al kharijah,25.4514,30.5464,21.26,20,100,4.1,EG,1701019494
323,liwa,24.5361,56.5656,23.01,60,36,0.0,OM,1701019495
324,ambert,45.55,3.75,-0.95,82,68,0.66,FR,1701019495
325,dazhou,31.2159,107.5009,12.51,73,0,1.89,CN,1701019340
326,bac lieu,9.285,105.7244,26.15,84,100,7.09,VN,1701019495
327,jasper,37.2001,-94.3502,1.7,74,40,6.69,US,1701019496
328,bolobo,-2.1667,16.2333,24.32,83,86,1.44,CD,1701019496
329,kalawit,8.0667,122.5167,25.68,88,26,3.16,PH,1701019496
330,leribe,-28.8718,28.045,26.96,28,26,1.59,LS,1701019496
331,egilsstadir,65.2653,-14.3948,-5.05,100,100,1.54,IS,1701019332
332,midvagur,62.0511,-7.1939,4.46,81,54,4.12,FO,1701019497
333,independence,39.0911,-94.4155,0.4,72,0,4.63,US,1701019497
334,smithers,54.7804,-127.1743,-1.82,100,100,3.09,CA,1701019497
335,antonio enes,-16.2325,39.9086,27.25,81,35,3.36,MZ,1701019497
336,broken hill,-31.95,141.4333,19.1,51,4,6.48,AU,1701019497
337,khorugh,37.4897,71.553,4.96,46,100,1.51,TJ,1701019498
338,ghanzi,-21.5667,21.7833,33.18,19,24,4.07,BW,1701019498
339,kununurra,-15.7667,128.7333,23.99,83,99,4.12,AU,1701019498
340,santos reyes nopala,16.1092,-97.1561,25.65,51,4,1.83,MX,1701019498
341,westport,41.1415,-73.3579,10.18,72,100,4.12,US,1701019385
342,darnah,32.767,22.6367,16.14,52,96,10.9,LY,1701019499
343,bei'an,24.5399,109.533,16.28,79,2,1.89,CN,1701019499
344,barra de santo antonio,-9.4047,-35.5072,30.6,51,42,4.23,BR,1701019499
345,nikolayevsk-on-amure,53.1406,140.73,-15.8,65,47,5.48,RU,1701019500
346,lido di jesolo,45.5069,12.6469,6.74,54,3,3.73,IT,1701019500
347,oyem,1.5995,11.5793,22.04,93,95,0.76,GA,1701019500
348,bousso,10.4795,16.7117,32.79,20,98,2.25,TD,1701019500
349,ujae,8.9322,165.7642,28.12,79,99,8.72,MH,1701019288
350,ebetsu,43.1081,141.5506,-0.49,70,91,2.02,JP,1701019501
351,keren,15.7778,38.4581,21.88,60,30,3.22,ER,1701019501
352,shimanovsk,52.0,127.7,-17.44,75,7,3.37,RU,1701019501
353,yichang,30.7144,111.2847,11.28,83,0,1.18,CN,1701019502
354,tapiramuta,-11.8472,-40.7914,25.06,59,91,3.55,BR,1701019503
355,veglie,40.3351,17.9652,7.75,100,20,2.57,IT,1701019503
356,tralee,52.2704,-9.7026,10.14,100,100,3.6,IE,1701019270
357,cidreira,-30.1811,-50.2056,22.59,73,66,7.33,BR,1701019504
358,jiayuguan,39.8167,98.3,2.18,29,69,2.37,CN,1701019504
359,la passe,45.5549,-0.8967,6.13,67,100,2.1,FR,1701019302
360,hadibu,12.65,54.0333,26.51,71,22,5.63,YE,1701019362
361,queenstown,-31.8976,26.8753,22.84,71,35,5.1,ZA,1701019259
362,shuangjiang,26.1547,109.7138,10.54,95,1,1.13,CN,1701019505
363,alvaraes,-3.2208,-64.8042,27.93,43,83,1.28,BR,1701019506
364,san isidro de curuguaty,-24.5167,-55.7,23.13,92,100,2.12,PY,1701019506
365,korsakov,46.6328,142.7813,-7.09,56,74,7.82,RU,1701019507
366,laojunmiao,39.8333,97.7333,1.38,26,100,2.63,CN,1701019507
367,zaozersk,69.4005,32.4476,-9.34,96,100,0.87,RU,1701019507
368,ouro preto do oeste,-10.7481,-62.2158,26.51,72,99,2.29,BR,1701019508
369,martuk,50.7475,56.5056,2.02,64,94,7.45,KZ,1701019508
370,changping,40.2186,116.2197,-7.2,40,2,1.02,CN,1701019509
371,sola,-13.8833,167.55,26.05,84,83,7.93,VU,1701019322
372,quellon,-43.1167,-73.6167,12.65,70,100,3.83,CL,1701019272
373,northridge,39.8076,-84.1969,7.9,89,100,5.66,US,1701019509
374,crookston,47.7741,-96.6081,-4.94,58,100,12.35,US,1701019510
375,kolonia town,6.964,158.206,27.0,89,100,2.06,FM,1701019510
376,fort st. john,56.2499,-120.8529,-1.06,80,75,2.57,CA,1701019341
377,klaksvik,62.2266,-6.589,4.51,70,97,7.92,FO,1701019511
378,ola,59.5833,151.2833,-16.03,88,100,6.97,RU,1701019340
379,calama,-22.4667,-68.9333,24.27,11,0,9.77,CL,1701019346
380,ambovombe,-25.1667,46.0833,23.96,88,11,2.11,MG,1701019512
381,dzhangala,49.2167,50.3333,5.5,76,15,6.35,KZ,1701019512
382,brush,40.2589,-103.6238,0.26,86,2,3.6,US,1701019138
383,nirmal,19.1,78.35,24.36,65,24,1.87,IN,1701019513
384,kokopo,-4.352,152.2633,25.47,85,79,1.42,PG,1701019513
385,carutapera,-1.195,-46.02,31.15,55,75,4.75,BR,1701019513
386,umm kaddadah,13.6017,26.6876,29.99,16,2,5.18,SD,1701019514
387,rudnichnyy,59.617,52.4703,-1.64,98,100,2.51,RU,1701019514
388,bosansko grahovo,44.1794,16.3639,-2.02,65,5,1.52,BA,1701019514
389,monteiro,-7.8894,-37.12,34.22,17,0,3.84,BR,1701019515
390,minas de marcona,-15.2119,-75.1103,21.1,52,84,5.61,PE,1701019515
391,patan,27.6667,85.3333,14.21,82,20,1.54,NP,1701019515
392,gobernador virasora,-28.05,-56.0333,31.69,62,74,0.89,AR,1701019516
393,christchurch,-43.5333,172.6333,7.73,89,38,1.03,NZ,1701019325
394,mitu,1.1983,-70.1733,32.56,47,95,1.26,CO,1701019517
395,nagqu,31.5,92.0,-9.15,52,0,1.53,CN,1701019517
396,tumut,-35.3,148.2167,12.97,90,0,1.24,AU,1701019518
397,luwuk,-0.9516,122.7875,25.62,87,96,1.1,ID,1701019518
398,beau vallon,-20.4189,57.6953,25.13,78,20,2.57,MU,1701019518
399,salt spring island,48.8173,-123.51,4.12,98,100,3.6,CA,1701019519
400,mohr,54.3528,9.7167,1.09,86,100,3.09,DE,1701019343
401,tsengel,49.4783,100.8894,-11.31,76,63,3.48,MN,1701019519
402,upper grand lagoon,30.1633,-85.7408,16.16,98,75,3.6,US,1701019520
403,veinticinco de mayo,-35.4323,-60.1727,32.77,30,0,1.79,AR,1701019520
404,altay,47.8667,88.1167,-3.72,63,11,3.03,CN,1701019520
405,metlili chaamba,32.2667,3.6333,18.52,20,0,2.57,DZ,1701019304
406,baruun-urt,46.6806,113.2792,-11.17,79,98,6.09,MN,1701019521
407,vail,32.0479,-110.712,15.98,41,11,0.45,US,1701019521
408,kuta,-8.7233,115.1723,26.97,88,40,2.24,ID,1701019521
409,nova sintra,14.8667,-24.7167,21.96,68,16,6.83,CV,1701019343
410,sao vicente,-23.9631,-46.3919,26.08,61,100,3.09,BR,1701019374
411,buon ma thuot,12.6667,108.05,21.62,88,99,3.18,VN,1701019522
412,lampang,18.3333,99.5,23.48,71,29,0.91,TH,1701019523
413,chimoio,-19.1164,33.4833,26.17,51,94,4.08,MZ,1701019523
414,ha'il,27.5219,41.6907,21.01,30,0,2.06,SA,1701019523
415,bir el ater,34.7449,8.0602,10.23,63,2,2.59,DZ,1701019523
416,campo ramon,-27.4611,-55.019,26.87,62,93,1.49,AR,1701019524
417,pikeville,37.4793,-82.5188,13.13,56,100,2.06,US,1701019524
418,belyy yar,53.6039,91.3903,-4.06,93,100,5.0,RU,1701019333
419,almaty,43.25,76.95,-0.05,93,75,2.0,KZ,1701019525
420,portland,45.5234,-122.6762,8.36,68,0,5.36,US,1701019032
421,ban houayxay,20.2453,100.4547,18.42,85,25,0.75,LA,1701019525
422,mogadishu,2.0371,45.3438,27.92,78,100,5.3,SO,1701019177
423,novyy urengoy,66.0833,76.6333,-15.35,96,97,3.99,RU,1701019526
424,talodi,10.6325,30.3797,32.1,22,18,2.11,SD,1701019526
425,ixtapa,20.7,-105.2,27.9,47,20,2.57,MX,1701019526
426,floro,61.5996,5.0328,5.54,86,20,1.54,NO,1701019527
427,kongsvinger,60.1905,11.9977,-6.96,73,32,1.95,NO,1701019527
428,donetsk,48.0,37.8,10.79,92,100,8.73,UA,1701019383
429,deqen,29.9618,90.7188,-0.87,30,5,0.5,CN,1701019528
430,agat village,13.3886,144.6585,27.06,91,40,4.12,GU,1701019529
431,mirnyy,62.5353,113.9611,-19.87,76,100,4.02,RU,1701019529
432,codrington,-38.2667,141.9667,12.15,78,100,5.8,AU,1701019308
433,constitucion,-35.3333,-72.4167,19.14,65,12,2.9,CL,1701019529
434,naze,28.3667,129.4833,19.51,81,37,1.56,JP,1701019265
435,south venice,27.0531,-82.4243,28.47,89,75,7.2,US,1701019530
436,harstad,68.799,16.5293,-0.21,96,82,2.68,NO,1701019337
437,nouadhibou,20.931,-17.0347,24.99,44,0,7.72,MR,1701019278
438,mariehamn,60.0973,19.9348,-1.77,93,75,1.03,AX,1701019531
439,villa juarez,24.6536,-107.5411,23.14,49,100,4.12,MX,1701019531
440,samoylovka,51.184,43.7081,7.03,92,100,7.64,RU,1701019532
441,dubbo,-32.25,148.6167,14.07,88,0,2.06,AU,1701019296
442,revda,56.801,59.9303,0.28,97,100,3.9,RU,1701019532
443,rioblanco,3.5308,-75.6806,24.78,55,44,2.7,CO,1701019533
444,santa cruz,-17.8,-63.1667,33.03,49,40,6.17,BO,1701019267
445,crane,31.3974,-102.3501,7.42,40,100,5.74,US,1701019376
446,la paz,-16.5,-68.15,13.65,70,75,4.63,BO,1701019294
447,chibougamau,49.9168,-74.3659,-2.21,74,75,5.14,CA,1701019533
448,cabedelo,-6.9811,-34.8339,31.37,57,25,6.71,BR,1701019534
449,vikulovo,56.8167,70.6107,-3.92,92,91,2.17,RU,1701019534
450,choyr,46.3611,108.3611,-8.94,66,100,6.51,MN,1701019535
451,saynshand,44.8824,110.1163,-9.12,84,98,2.65,MN,1701019535
452,bodo,67.28,14.405,-3.98,81,0,5.66,NO,1701019316
453,talnakh,69.4865,88.3972,-23.23,98,91,2.7,RU,1701019272
454,ambon,-3.6954,128.1814,25.08,94,40,2.57,ID,1701019536
455,happy valley-goose bay,53.3168,-60.3315,-2.83,63,20,11.32,CA,1701019364
456,les avirons,-21.2418,55.3394,23.05,73,20,0.0,RE,1701019537
457,okhotsk,59.3833,143.3,-18.11,96,100,8.69,RU,1701019365
458,kulhudhuffushi,6.6221,73.07,28.95,75,49,8.34,MV,1701019301
459,ruzomberok,49.0748,19.3075,-2.39,85,98,2.04,SK,1701019308
460,sumbawa besar,-8.5,117.4333,24.18,89,100,1.58,ID,1701019538
461,beberibe,-4.1797,-38.1306,29.9,52,5,6.38,BR,1701019467
462,karakocan,38.9558,40.0386,7.81,86,100,5.98,TR,1701019544
463,lagoa,39.05,-27.9833,18.77,96,93,7.77,PT,1701019545
464,yurimaguas,-5.9,-76.0833,24.09,94,100,3.09,PE,1701019545
465,fortuna,40.5982,-124.1573,6.19,93,0,1.54,US,1701019353
466,ketchikan,55.3422,-131.6461,6.26,100,100,4.12,US,1701019375
467,saskatoon,52.1168,-106.6345,-11.01,85,75,3.09,CA,1701019467
468,cidade velha,14.9167,-23.6167,28.26,47,40,6.69,CV,1701019546
469,altamira,-3.2033,-52.2064,35.05,46,75,2.57,BR,1701019546
470,abengourou,6.7297,-3.4964,24.45,93,95,1.15,CI,1701019546
471,chulakkurgan,43.765,69.1814,6.95,57,82,1.26,KZ,1701019546
472,aneho,6.2333,1.6,26.11,84,100,3.07,TG,1701019546
473,morteros,-30.7116,-61.9986,31.68,34,95,3.41,AR,1701019547
474,iranshahr,27.2025,60.6848,19.19,39,0,0.0,IR,1701019547
475,kavieng,-2.5744,150.7967,28.01,78,90,2.99,PG,1701019255
476,esquel,-42.9,-71.3167,17.45,60,100,2.78,AR,1701019547
477,dapa,9.7594,126.0531,26.62,82,32,1.39,PH,1701019548
478,penafiel,41.2084,-8.2829,12.4,86,100,1.2,PT,1701019548
479,oamaru,-45.0784,170.9801,7.99,89,100,0.67,NZ,1701019548
480,lethem,3.3803,-59.7968,33.53,45,94,3.68,GY,1701019358
481,as sulaymaniyah,35.5611,45.4375,12.62,56,77,1.07,IQ,1701019548
482,newman,37.3138,-121.0208,9.6,60,100,0.89,US,1701019549
483,quepos,9.4236,-84.1652,29.0,71,24,2.44,CR,1701019549
484,manokwari,-0.8667,134.0833,25.68,82,100,1.82,ID,1701019549
485,kirkland lake,48.1446,-80.0377,-0.84,93,100,3.09,CA,1701019549
486,papao,-17.75,-149.55,26.82,80,91,9.64,PF,1701019550
487,abong mbang,3.9833,13.1833,24.12,80,95,0.18,CM,1701019550
488,kingston,17.997,-76.7936,31.8,63,20,3.6,JM,1701019509
489,al jawf,29.5,38.75,22.11,37,17,4.73,SA,1701019550
490,la sarre,48.8002,-79.1996,-0.69,88,100,4.35,CA,1701019086
491,piti village,13.4626,144.6933,27.03,90,40,4.12,GU,1701019551
492,barda,40.3744,47.1267,10.6,34,0,2.92,AZ,1701019551
493,arkhangel'sk,64.5401,40.5433,-15.49,99,99,1.9,RU,1701019334
494,flin flon,54.7682,-101.865,-15.09,72,75,5.66,CA,1701019551
495,sitangkai,4.6628,119.3928,27.97,73,100,1.14,PH,1701019551
496,caconda,-13.7333,15.0667,20.47,74,82,1.61,AO,1701019552
497,runaway bay,18.4596,-77.3357,28.86,71,67,5.91,JM,1701019552
498,mirriah,13.7073,9.1501,33.34,18,69,1.03,NE,1701019552
499,lompoc,34.6391,-120.4579,16.07,63,0,4.12,US,1701019353
500,dalbandin,28.8947,64.4101,17.85,41,60,1.34,PK,1701019376
501,kharp,66.8014,65.8081,-16.03,97,99,1.43,RU,1701019553
502,kayangel,8.0823,134.7173,28.73,77,17,8.3,PW,1701019553
503,akureyri,65.6835,-18.0878,-5.04,93,0,0.0,IS,1701019358
504,tan-tan,28.438,-11.1032,19.97,68,0,6.17,MA,1701019553
505,paphos,34.7667,32.4167,18.88,68,20,9.26,CY,1701019550
506,luganville,-15.5333,167.1667,24.51,80,66,2.26,VU,1701019320
507,chaohu,31.6,117.8667,10.53,71,2,1.56,CN,1701019554
508,clodomira,-27.5744,-64.1311,30.2,48,62,3.11,AR,1701019554
509,wamba,8.9333,8.6,25.84,73,99,1.35,NG,1701019554
510,great falls,47.5002,-111.3008,0.25,71,0,4.63,US,1701019465
511,partur,19.6,76.2167,25.21,62,83,4.05,IN,1701019555
512,prado,-17.3411,-39.2208,26.44,64,91,5.45,BR,1701019555
513,halifax,44.6453,-63.5724,4.71,70,100,5.66,CA,1701019390
514,remetea,46.7833,25.45,-3.54,72,100,4.3,RO,1701019556
515,ta`u,-14.2336,-169.5144,27.59,83,57,7.22,AS,1701019295
516,luanshya,-13.1367,28.4166,18.54,81,93,2.9,ZM,1701019284
517,sarangani,5.4033,125.4636,28.42,75,48,5.83,PH,1701019556
518,la'ie,21.6477,-157.9253,23.95,81,84,3.13,US,1701019556
519,pitimbu,-7.4706,-34.8086,31.33,57,30,6.13,BR,1701019557
520,erenhot,43.6475,111.9767,-7.92,76,68,3.5,CN,1701019557
521,vangaindrano,-23.35,47.6,24.57,82,1,4.12,MG,1701019557
522,qinhuangdao,39.9317,119.5883,0.08,80,81,2.34,CN,1701019483
523,fort bragg,35.139,-79.006,10.46,77,100,2.06,US,1701019377
524,tot'ma,59.9747,42.7642,-10.79,94,100,2.34,RU,1701019558
525,outjo,-20.1167,16.15,29.67,34,99,3.36,NA,1701019558
526,dunedin,-45.8742,170.5036,11.0,92,100,0.45,NZ,1701019558
527,kenai,60.5544,-151.2583,2.3,98,100,0.0,US,1701019558
528,tindouf,27.6711,-8.1474,22.25,17,0,2.06,DZ,1701019337
529,emporia,38.4039,-96.1817,-0.27,63,0,5.66,US,1701019559
530,ronne,55.1009,14.7066,-1.05,74,34,0.51,DK,1701019559
531,suwayr,30.1171,40.3893,20.52,36,4,3.58,SA,1701019559
532,page,36.9147,-111.4558,5.88,50,0,2.57,US,1701019559
533,salavan,15.7167,106.4167,21.2,95,67,1.1,LA,1701019560
534,kapoeta,4.7717,33.5903,26.65,59,100,2.35,SS,1701019560
535,san andres,12.5847,-81.7006,31.01,74,20,6.17,CO,1701019560
536,harper,4.375,-7.7169,27.87,75,67,4.33,LR,1701019378
537,hailey,43.5196,-114.3153,-6.78,72,2,2.24,US,1701019375
538,port macquarie,-31.4333,152.9167,16.61,90,10,2.3,AU,1701019209
539,vorkuta,67.5,64.0,-15.51,97,93,2.9,RU,1701019339
540,bikaner,28.0167,73.3,21.29,39,100,3.45,IN,1701019349
541,kerikeri,-35.2268,173.9474,9.06,94,12,1.66,NZ,1701019334
542,puerto armuelles,8.2833,-82.8667,29.99,82,59,3.13,PA,1701019333
543,pangkalanbuun,-2.6833,111.6167,23.89,96,100,1.03,ID,1701019562
544,mao,39.8885,4.2658,14.31,82,75,2.06,ES,1701019562
545,luderitz,-26.6481,15.1594,23.14,52,3,10.98,NA,1701019365
546,nishinoomote,30.7333,131.0,18.43,81,83,2.72,JP,1701019563
547,atafu village,-8.5421,-172.5159,29.15,75,16,5.83,TK,1701019337
548,ouadda,8.0777,22.4007,26.95,50,80,0.63,CF,1701019564
549,mili,6.0815,171.735,28.16,80,48,7.95,MH,1701019344
550,heyuan,23.7333,114.6833,17.3,75,3,1.47,CN,1701019564
551,wanning,18.8003,110.3967,20.93,82,10,3.36,CN,1701019306
552,kalabo,-14.97,22.6814,24.64,58,62,2.15,ZM,1701019565
553,ponta delgada,37.7333,-25.6667,20.4,94,75,6.17,PT,1701019565
554,chetwayi,10.5333,76.05,27.03,76,83,6.24,IN,1701019566
555,lieksa,63.3167,30.0167,-16.43,97,82,1.96,FI,1701019566
556,san manuel,17.0238,121.6357,23.3,92,90,1.19,PH,1701019566
557,robertsport,6.7533,-11.3686,28.17,74,46,3.83,LR,1701019567
558,barmer,25.75,71.3833,18.67,68,76,1.56,IN,1701019567
559,brookings,44.3114,-96.7984,-1.57,78,100,9.26,US,1701019238
560,donduseni,48.2427,27.6101,-1.47,72,100,11.85,MD,1701019568
561,hiratacho,35.4333,132.8167,10.01,83,42,2.46,JP,1701019568
